plate,well,site,bf_site,compound,C1,C2,C3,C4,C5,moa
P015091,D10,s4,s2,CBK309064,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s4_w1592A0010-340C-43FD-B9E4-F547ACCB99E4.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s4_w2DB20CCBC-908F-4F91-A3FD-6B2A9F3BE771.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s4_w332D268D9-3FB8-4B82-AFA6-D0A38ACE680A.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s4_w4C19319A3-1175-4DFD-A8D6-13CF45143573.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s4_w53DE8F1E0-D65A-4134-8AE5-F4D25BF5E921.tif,HDAC inhibitor
P015091,D10,s5,s3,CBK309064,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s5_w12E01B443-42F0-407D-9841-85BC0A394C67.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s5_w2709BF1C8-7E4F-4EE9-8769-9DE4BF34B444.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s5_w345B066C2-0650-4D58-96B6-1BFC01846209.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s5_w4311CCA25-E63E-4A2C-B357-A70BED8850AA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s5_w58ACA0CC4-D57D-466F-A57A-E51EEC03E114.tif,HDAC inhibitor
P015091,D10,s6,s4,CBK309064,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s6_w147349A6A-42C2-4CE0-A14F-EE9D6F930843.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s6_w235AED7CD-702F-4770-BE09-8C0A0894D289.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s6_w36F69A7F8-545F-4569-BF01-E10CD163E228.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s6_w40BAF96D6-18BE-4F97-8DA6-E978E027371B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s6_w5C20B3121-7DA4-4D19-A922-342317951502.tif,HDAC inhibitor
P015091,D10,s8,s5,CBK309064,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s8_w1FB7B6223-8748-48A8-B95B-9D649E2984CC.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s8_w2994AA958-57B7-4E25-AEAD-A15752961C0E.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s8_w3A52D6CC6-DB03-44D7-A516-B5940D6E3180.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s8_w4525D909D-D66C-4B06-9865-017A43554A8B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D10_s8_w5A8CA1E06-EB2C-4E4D-9142-5A3E8A19F389.tif,HDAC inhibitor
P015091,D11,s2,s1,CBK289731,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s2_w1CFAEDDE9-F44A-4F9B-B327-780E7A7999CF.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s2_w206F5A84A-7C8A-409E-997E-B4C6C8FA6E38.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s2_w37A23D867-6F41-4482-BF97-4C7232971384.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s2_w42847EDAF-AEC5-425D-A29B-6043190AE9C1.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s2_w54CEDDBF8-1F0C-439B-B86E-3573BC8926B0.tif,HDAC inhibitor
P015091,D11,s4,s2,CBK289731,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s4_w1CDED7905-94DB-475D-9456-D9D3660DC944.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s4_w2C76A6AD4-7824-478C-B18F-1B33530371B6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s4_w3BFDD883C-1ACF-4C57-B041-A5C699ED5A4F.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s4_w46DBCB740-FCC4-43BA-896C-DB848D05425F.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s4_w59D305A2D-D493-4479-AB84-48CFDEE72C14.tif,HDAC inhibitor
P015091,D11,s5,s3,CBK289731,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s5_w1A33C5090-774F-4FC2-B317-842DD6DE43BD.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s5_w26E5AAD60-4CEA-45ED-8D52-150AE0280361.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s5_w3C6546689-0BD2-482D-95DD-D842084D6410.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s5_w418807FED-9070-4EBC-913E-9130FDFB238F.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s5_w52CA6963C-CCD7-46DB-B1BC-1D960406DB10.tif,HDAC inhibitor
P015091,D11,s6,s4,CBK289731,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s6_w14D758E8B-EA03-41C7-A099-30AC99C61FD8.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s6_w2141BD050-CC68-497A-AC6A-7CA5425CD840.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s6_w38088E3FF-182B-476D-A743-E7FB44E73733.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s6_w47063D9FE-C15B-4B69-AEE0-08F2AAE968AD.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s6_w588EA933A-0A9E-45C4-8A4F-3C0BA08F9C5E.tif,HDAC inhibitor
P015091,D11,s8,s5,CBK289731,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s8_w12EE6A26C-6694-4EB8-993B-2049F2E4AC60.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s8_w2824C1E97-F1D7-48B0-A59A-2E061FB269CA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s8_w35F2BB301-0823-4450-A5CD-E4154CD843CC.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s8_w461C72485-7072-4F32-AA98-3062D6341266.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D11_s8_w519D96CD2-0EA2-44FE-8D81-F82D7CC660D4.tif,HDAC inhibitor
P015091,D12,s2,s1,CBK308430,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s2_w1FAC8F9BB-0E6B-49D1-9102-D6694EE4E956.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s2_w268C719EE-7606-4768-8455-5BCA3C089BA2.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s2_w34C01D664-F68F-4B79-A43F-69DAE9CE5E4A.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s2_w41C8401A4-F83F-48DF-9343-828FBC4966DD.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s2_w58EFE1348-1697-4AE4-BE68-68606DA5B9C5.tif,HDAC inhibitor
P015091,D12,s4,s2,CBK308430,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s4_w11F7EC389-6DC4-48B3-BEFB-8FF68F5362AF.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s4_w20FD1BF7C-2220-4CB3-8BF3-FC7E22A7A47F.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s4_w3BC7ACE0C-5D11-41B2-AD35-86A7432D7F6B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s4_w41B325B20-00DF-4817-877F-D4AA2C0D5EE8.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s4_w567D89955-6A97-44DB-86B3-F459AB7FFDEC.tif,HDAC inhibitor
P015091,D12,s5,s3,CBK308430,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s5_w1CA8F6487-6B03-412C-B701-EE11524A76B4.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s5_w24815C170-A816-4E4C-9B8E-CCBE9542247B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s5_w33F28F5BE-7875-45B3-B245-4074FB0D2FCE.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s5_w41D58A0AB-CC9F-48CF-A1C1-7BF872886FF5.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s5_w5F49DF721-D25B-49BD-AA10-9CCACD8B4144.tif,HDAC inhibitor
P015091,D12,s6,s4,CBK308430,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s6_w170C2744F-0A45-46C9-AF60-B0A98953D7F2.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s6_w2B4DB2852-E0CE-4129-AF13-06C594251FAC.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s6_w393B792EE-274E-4957-B787-0679AA703BEA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s6_w4F910A0B2-BE9C-49BC-B1B0-4181CC539CA2.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s6_w589B7E3BF-BA0C-4DDB-87F1-91650675F348.tif,HDAC inhibitor
P015091,D12,s8,s5,CBK308430,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s8_w15ACE31E2-9A5D-4BCD-9990-9BA0C7A1C0A6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s8_w2EAD3E558-A764-41BD-961F-492F9FB1E23E.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s8_w37C332AC7-16FF-4AE3-94F9-1D79AE97987C.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s8_w4C4AD1428-0C42-4D50-BD0E-7B2DF9E2A3CC.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D12_s8_w5D3341572-E170-4FE3-9486-7CBBAFBFDF92.tif,HDAC inhibitor
P015091,D13,s2,s1,dmso,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s2_w1BF770A66-D0A1-4D5E-A48B-8F51172E5D70.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s2_w2D33A35B0-E150-4C7A-BA95-354B627B9E88.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s2_w367DF83CC-7257-4438-B02A-4950E414C5E7.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s2_w4ACB69BB0-84B2-4301-9FDE-EA71A21C1424.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s2_w57BA478DD-DF93-43B2-86DF-74AA8AF3C198.tif,dmso
P015091,D13,s4,s2,dmso,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s4_w1776CCFAC-2027-4AD8-AFDE-79C4F24AE5AA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s4_w2930702D8-336F-4B41-A148-CDD385D85183.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s4_w3AF00F853-C907-4D05-9F2E-DF85164796C6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s4_w43F3A52E0-8FE2-4258-9EB0-501EF7A9FB1C.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s4_w56E888F0D-05EB-4532-AB88-E121F61BA2CD.tif,dmso
P015091,D13,s5,s3,dmso,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s5_w107B030E6-9A13-4BA4-B736-51015B6D74A3.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s5_w2564BBF82-D26A-475A-99AE-631B3C61BB5F.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s5_w352145842-65C9-44EB-BCCC-631AF19C06BA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s5_w4D601F464-A849-4719-BFE9-D5FC0AAD4910.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s5_w5C6324F0B-9F1C-4043-873F-DA9EA82D0EE4.tif,dmso
P015091,D13,s6,s4,dmso,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s6_w12C3A4BBF-F8B8-4A3B-B8B2-EC2531F08366.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s6_w274B2033C-849E-42A2-867A-E5DEEA209AA1.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s6_w3E86AE255-B0E6-49A4-B915-5ADF12B3561A.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s6_w454BEF3A1-123F-4CB5-9095-F278CE847450.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s6_w568483513-3F33-4266-ACEE-D5F110178357.tif,dmso
P015091,D13,s8,s5,dmso,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s8_w1B7A1147E-CA30-4C16-89AC-6AD465E15D75.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s8_w2582162F0-7128-442D-973C-39CADD2A99AC.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s8_w3C8C86847-02EE-4AA8-957A-EA2E780EBF25.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s8_w4409599B1-64FC-4A5D-B553-3F8486C535BD.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D13_s8_w57D726566-7502-496F-BC01-C6A12AC38B30.tif,dmso
P015091,D15,s2,s1,CBK278556G,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s2_w151666A21-7BD3-4C85-91EA-903E7834C329.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s2_w253521063-FA48-4C76-BE3C-0EA930662103.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s2_w31F6B4EBD-D908-44F0-A062-1B783CD15CFC.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s2_w4BCB3B3AA-49DD-4CCB-98ED-31CCAF4EC2AE.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s2_w519241D11-31CD-4012-9E4D-5EF3ED7672B3.tif,HSP inhibitor
P015091,D15,s4,s2,CBK278556G,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s4_w146F46929-9F3F-471B-B4C2-673106C40F2E.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s4_w2AECA2C1E-B1EB-427A-8E5C-3918A6245283.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s4_w3E7DB9399-31B5-47D7-BE85-C7E81F662DE2.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s4_w4CBCBDEE9-3D26-449D-96EE-7B153DAEA3F5.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s4_w58B1D18AB-AA63-4915-A641-B24DE1691157.tif,HSP inhibitor
P015091,D15,s5,s3,CBK278556G,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s5_w1A42D602D-1613-4C26-90ED-7F59DA6D8D32.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s5_w286A63BF4-52B6-4966-A2D3-49504454E149.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s5_w3C4D75164-8887-4176-A409-775E80357474.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s5_w4B3048873-B134-475F-8C14-592EAFF250E8.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s5_w520979CBD-4DBE-4910-8D45-828B1E8D4C98.tif,HSP inhibitor
P015091,D15,s6,s4,CBK278556G,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s6_w1A42D356F-C999-4756-82E4-15C5EED32E40.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s6_w22C9ED47B-41D2-46CD-B803-9D63BDF57998.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s6_w3302F18FA-0502-4D1A-93DA-7E87C28AC38E.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s6_w4AE008E1E-706A-4A46-B7C4-0A570110F5F0.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s6_w574154B63-2C75-45E2-8974-20B6AA78587F.tif,HSP inhibitor
P015091,D15,s8,s5,CBK278556G,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s8_w11CF07355-460E-4440-98FE-AC5865E160B6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s8_w2B88E71DC-54EC-4387-8AD8-7DA13F2A9FD3.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s8_w30663366E-90C9-46D2-9212-5F75E7E61E0C.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s8_w41F6C2935-D4E1-46DB-8A39-2E310B686D02.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D15_s8_w58CACE028-2A6D-48C7-AA23-9B60FAB47441.tif,HSP inhibitor
P015091,D16,s2,s1,CBK290285,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s2_w17C920C0E-7652-479F-9012-5A0BEB2995DA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s2_w25B8D2995-E1A2-40DF-AAF2-5E356FB21A7A.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s2_w368B98D50-2C8E-4CA8-8CBA-C0B7D3C4D8A1.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s2_w49558B96F-CB5B-407B-A812-3C3B3EF36A1B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s2_w5162A32DE-C1C6-4113-A575-01BD40C9D841.tif,HSP inhibitor
P015091,D16,s4,s2,CBK290285,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s4_w1CEF7533D-E177-4ACF-A585-BA3C0E11690C.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s4_w2F4105DE1-C5C7-402C-B7C4-DD3E9E21DF2D.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s4_w3B5577A20-DE4C-435B-AA99-913135B86A49.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s4_w4994346F5-81C1-46D9-B6C6-F5595577E6A6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s4_w594738092-ADD5-440E-A408-410E092520AB.tif,HSP inhibitor
P015091,D16,s5,s3,CBK290285,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s5_w1DB986F4A-5395-414F-BDE4-EA6B7F0336FA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s5_w2C1CC6657-7B67-46EC-B156-643223072BE6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s5_w3CDA85801-BF2C-48F6-9568-B7B369EB0578.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s5_w4F011ECEC-77D2-4108-A58C-EC38FBEB3342.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s5_w5C72B7215-A59A-412B-9B39-650962D1CADD.tif,HSP inhibitor
P015091,D16,s6,s4,CBK290285,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s6_w16F3710D1-5C11-4210-B84B-DB5ABDE91C38.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s6_w2D90F6FBC-7CEF-4D5E-AB3B-CA66A01BB8DD.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s6_w30212590B-3D08-485C-95F4-88CA828D69C5.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s6_w49516FB37-25F4-43D2-8B42-30E77351C7E8.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s6_w5F1FF502E-FBCD-4637-BAB6-934CBE3E699F.tif,HSP inhibitor
P015091,D16,s8,s5,CBK290285,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s8_w14363173F-4319-4B01-B724-921F1AAB3A8F.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s8_w27B117E9E-7057-468B-B4F6-622619835380.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s8_w3631BA689-BAFA-4DAE-9E0F-00230032B5E9.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s8_w4C0079920-DC7C-41BF-B049-BD2D228452D8.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D16_s8_w57908882C-DC44-44E3-B98A-571AAFB5CC5B.tif,HSP inhibitor
P015091,D17,s2,s1,CBK308137,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s2_w159BC9984-E165-422D-8864-495420828D5A.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s2_w26FA815A8-5458-4414-8373-82C8C0501FF1.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s2_w3A1751257-E430-4C13-A55E-7631B3E50299.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s2_w4943733B8-AF1F-4FBA-A012-9452C498A1BF.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s2_w547BEF84C-2E1F-4E72-8AC4-A415F6D9A07F.tif,HDAC inhibitor
P015091,D17,s4,s2,CBK308137,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s4_w1F75E483D-0AFF-4B0C-9599-B793668388A3.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s4_w2AFCA9A17-90B0-4D80-9BFF-33E2A7BA88CF.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s4_w3BB710A72-4061-4BAE-BF2F-841399F30927.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s4_w4D46AC1DC-8079-4E43-86E6-A537761F4CD3.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s4_w53F43414C-5D3D-44C1-BD4D-EA260268F337.tif,HDAC inhibitor
P015091,D17,s5,s3,CBK308137,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s5_w19FBBF021-E5FB-4CB3-B986-B6FA3BBD57C6.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s5_w2B580C72C-4943-418D-8341-AD2DCAA79CEF.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s5_w327903121-2814-49A2-B134-ECC7581AF8B5.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s5_w49017A8BA-B88A-4FFE-8C71-BF77B61EA92E.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s5_w59CFD5883-E4C9-4F03-8349-676A631ED306.tif,HDAC inhibitor
P015091,D17,s6,s4,CBK308137,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s6_w1B18F7272-A9D8-44FF-B695-C862EAB6C4D7.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s6_w2AD16F3D9-80B5-429D-8D13-BACFAC40D701.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s6_w30717F9CB-9AA0-46C3-AC86-915BC968AF92.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s6_w4CD116AC8-AA42-4327-B988-D0F6AF50A856.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s6_w56DE534CE-1441-4B8B-A24F-A4EE026B4C33.tif,HDAC inhibitor
P015091,D17,s8,s5,CBK308137,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s8_w1FD9A9138-5223-4EE4-A225-A3CF8F979F04.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s8_w26BE6F9DC-3FE6-402E-BD0A-0096FE33502C.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s8_w3971F1545-9C12-4371-A5B3-785815168689.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s8_w475C693C5-0FD4-46DE-8EDF-8CC801FAF5F9.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D17_s8_w56236FE80-DA2E-4364-A78A-0353594CA2B6.tif,HDAC inhibitor
P015091,D18,s2,s1,CBK290837,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s2_w1D4988C02-6876-4D5B-9F74-84855F9C3E64.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s2_w2F01DE1AF-A4B6-49B3-B158-B247D1D79605.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s2_w38A3D9100-D62C-4EAB-8C1B-97EBC32AAEF2.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s2_w4D151DDC1-7EE9-420E-9246-271E6C70E11D.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s2_w56E4F5F37-2711-4305-A04A-902E9B875B86.tif,HDAC inhibitor
P015091,D18,s4,s2,CBK290837,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s4_w1978C17CE-4230-47A3-8DD4-7F3A8BBBA8C5.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s4_w26346B211-85EE-4AB8-A1E6-F6578C1C5EB9.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s4_w3B2F4EFF5-6F30-450D-A851-8A7B782BD615.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s4_w4159D7057-0837-419D-B489-E92D55A02975.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s4_w56FCF6FFE-2312-4B29-B729-99605BDDCC48.tif,HDAC inhibitor
P015091,D18,s5,s3,CBK290837,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s5_w176BCEDFD-B7A0-4CA2-8BBE-786E6FBD20B9.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s5_w200BC7FCB-E934-4669-AC90-CED0FDE1FCEA.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s5_w3D947D820-321B-4185-9FF9-E090CD454596.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s5_w454FF77E3-789E-498A-B8B4-F80D67FAFB7D.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s5_w54B62CB34-1660-453E-AD17-BA9E12C609DF.tif,HDAC inhibitor
P015091,D18,s6,s4,CBK290837,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s6_w15190E58F-D96A-4C1A-9E03-C69EF0B96598.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s6_w22CFA7F9A-E8EB-49FF-B4A0-F117F17A7C2B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s6_w35F008C54-7C8E-46E7-8E04-93B2EABEB7E8.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s6_w4F6498F35-A5F5-4466-BFD4-90863F242E8B.tif,specs935-v1-FA-P015091-U2OS-48h-P8-L2_D18_s6_w585C85718-337F-4DA7-AC88-5DE98CEC9C00.tif,HDAC inhibitor
